ID,Prompt,element,product_process_ratio,chars_process_per_min_incl_space,chars_process_per_min_excl_space,mean_process_time_in_p_burst_pt200,mean_typed_chars_in_p_burst_pt200,mean_pause_time_in_seconds_pt200,proportion_of_pause_time_pt200,mean_process_time_in_p_burst_pt1000,mean_typed_chars_in_p_burst_pt1000,mean_pause_time_in_seconds_pt1000,proportion_of_pause_time_pt1000,mean_process_time_in_p_burst_pt2000,mean_typed_chars_in_p_burst_pt2000,mean_pause_time_in_seconds_pt2000,proportion_of_pause_time_pt2000,mean_pause_time_sec_within_words_pt200,mean_pause_time_sec_between_words_pt200,mean_pause_time_sec_between_sentences_pt200,mean_pause_time_sec_within_words_pt1000,mean_pause_time_sec_between_words_pt1000,mean_pause_time_sec_between_sentences_pt1000,mean_pause_time_sec_within_words_pt2000,mean_pause_time_sec_between_words_pt2000,mean_pause_time_sec_between_sentences_pt2000,proportion_of_pause_time_within_words_pt200,proportion_of_pause_time_within_words_pt1000,proportion_of_pause_time_within_words_pt2000,proportion_of_pause_time_between_words_pt200,proportion_of_pause_time_between_words_pt1000,proportion_of_pause_time_between_words_pt2000,proportion_of_pause_time_between_sentences_pt200,proportion_of_pause_time_between_sentences_pt1000,proportion_of_pause_time_between_sentences_pt2000
92,Appearance,Data,0.902616279,104.9519817,87.22536783,1.510251969,2.641732283,0.590552632,0.390002885,14.38515,25.1625,2.939782051,0.199253223,30.28452632,52.97368421,4.732444444,0.148041557,0.29003125,1.041032143,0.861538462,1.53425,1.939324818,1.556307692,2.143,3.021596774,3.224,0.096776884,0.010665513,0.001862163,0.253289851,0.461739189,0.325577071,0.009732259,0.01758063,0.016809001
92,Appearance,FinalClaim,0.926470588,243.7397684,203.7227915,0.717086957,2.913043478,0.377454545,0.503486328,8.2465,33.5,1.464,0.088764931,16.493,67,0,0,0.271,0.626,0,0,1.464,0,0,0,0,0.230036985,0,0,0.189777481,0.088764931,0,0,0,0
92,Appearance,PrimaryClaim,0.972677596,22.16371763,18.49017327,7.538307692,2.784615385,0.766301587,0.098526501,37.69153846,13.92307692,2.916272727,0.065468683,69.99857143,25.85714286,4.7646,0.04861936,0.294352941,1.4445,0,0,2.482133333,0,0,5.119666667,0,0.020424907,0,0,0.076648503,0.075985224,0.031345538,0,0,0
94,Appearance,Data,0.792534722,60.2964019,48.38074771,1.656281938,1.664464023,0.627445588,0.378271485,18.046848,18.136,3.106845528,0.169399997,41.01556364,41.21818182,5.442641509,0.127871637,0.374311828,0.814645367,1.158294118,1.648,2.090234513,2.19125,2.9168,3.902139535,3.705142857,0.092588357,0.013149776,0.006464952,0.113032038,0.209407427,0.223141903,0.008728837,0.011656329,0.011497188
94,Appearance,FinalClaim,0.823529412,164.5973461,137.7740749,0.639103896,1.753246753,0.482684211,0.745443092,12.30275,33.75,1.957333333,0.119322916,24.6055,67.5,2.896,0.058848631,0.354,0.875,0,0,2.044,0,0,2.896,0,0.323708114,0,0,0.337830973,0.083070858,0.058848631,0,0,0
94,Appearance,PrimaryClaim,0.754010695,9.733469543,7.418482193,10.96533654,1.778846154,0.7955,0.071151662,114.0395,18.5,5.74325,0.040289549,162.9135714,26.42857143,8.306,0.036417206,0.624594595,1.061833333,0,2.63,12.136,0,3.888,12.136,0,0.020264908,0.009224874,0.00681869,0.022346643,0.010641927,0.010641927,0,0,0
95,Appearance,Data,0.729199372,41.75712946,34.6519882,2.18202518,1.518585132,0.592126727,0.270877603,22.89067925,15.93081761,2.702384615,0.115828639,66.17487273,46.05454545,5.526576923,0.078959385,0.351371642,0.885467692,0.673,1.507625,1.892852349,1.6015,2.524,2.972057971,2.74,0.064682338,0.009941428,0.003467397,0.079067913,0.15498055,0.169033124,0.002218914,0.005280224,0.006775436
95,Appearance,FinalClaim,0.777262181,5.86029703,4.66653282,16.26097059,1.588235294,0.401537313,0.024330181,368.582,36,1.88,0.003400419,552.873,54,2.32,0.002098131,0.315,0.767,0,0,1.88,0,0,2.32,0,0.008261391,0,0,0.01040474,0.003400419,0.002098131,0,0,0
96,Competition,Data,0.723274696,86.00523713,71.98137911,1.353149606,1.939632546,0.835998686,0.61700611,9.20625,13.19642857,3.461351351,0.372621472,21.04285714,30.16326531,6.219708333,0.289541267,0.488,1.178,0.458,1.805,2.228,1.885,3.209,4.681,0,0.110274464,0.047265057,0.021785472,0.206786927,0.324119872,0.6128746,0.001776743,0.005484434,0
96,Competition,FinalClaim,0.883211679,63.59128289,53.37954403,2.084887097,2.209677419,0.877967213,0.414318096,10.77191667,11.41666667,3.048727273,0.259440056,25.8526,27.4,6.17025,0.190936308,0.409,2.212,0,1.085,3.344,0,0,3.429,0,0.091758663,0.02518122,0,0.359360374,0.543264507,0.530546251,0,0,0
97,Competition,Data,0.89048811,52.84917009,43.4344727,4.351549637,3.832929782,0.751188264,0.170953544,29.46213115,25.95081967,3.098701754,0.09827898,57.97387097,51.06451613,4.96262963,0.074555834,0.459959677,0.809573123,0.690666667,2.847857143,1.980648855,1.995,11.647,3.630796875,3.336,0.031735654,0.011092316,0.006480673,0.113967917,0.144372604,0.129296847,0.002305822,0.003330199,0.001856231
97,Competition,FinalClaim,0.892130258,202.4746907,173.2283465,0.860322581,2.903225806,0.5733,0.64488189,4.445,15,1.7888,0.33535808,13.335,45,3.36,0.125984252,0.331,1.172,0,0,1.932,0,0,3.36,0,0.210986127,0,0,0.395500562,0.28976378,0.125984252,0,0,0
97,Competition,PrimaryClaim,0.890269151,22.03470814,18.27721055,7.886670732,2.896341463,1.320763975,0.164404437,47.90422222,17.59259259,6.764916667,0.125526707,80.838375,29.6875,11.24053846,0.112977747,0.351132075,0.933,0.843,1.576,2.322,2.024,0,4.442,4.416,0.014388278,0.001218481,0,0.04905158,0.07899095,0.151110163,0.000651763,0.001564851,0.00341422
98,Appearance,Data,0.884244373,79.96320893,65.56670164,1.331341435,1.774305556,0.610831787,0.457747207,12.92448315,17.2247191,3.099908046,0.234457901,32.86511429,43.8,5.933909091,0.170236091,0.304226244,1.803344262,5.245285714,1.945125,4.285666667,7.168666667,2.986333333,8.421388489,11.5032,0.116900335,0.013528022,0.007788545,0.382529804,0.771232892,1.017642676,0.031920082,0.037392667,0.050001782
98,Appearance,FinalClaim,0.890423573,13.18999491,10.77719096,8.4775,1.863636364,0.734465116,0.084667971,46.62625,10.25,2.827142857,0.053054878,74.602,16.4,3.9335,0.042181175,0.303,1.491,0,1.112,3.176,0,0,4.311,0,0.022744699,0.002981153,0,0.051963754,0.042572585,0.034671993,0,0,0
100,Appearance,Data,0.879191059,126.3215364,103.1864738,0.984529675,2.072788354,0.655386771,0.664939688,8.70480198,18.32673267,3.17059,0.360628309,17.23892157,36.29411765,4.96278,0.282237527,0.331,1.187,1.722,2.01,2.356,2.212,3.267,3.231,2.903,0.166782873,0.027434499,0.014863766,0.39558341,0.763730045,1.040023431,0.025462218,0.032707564,0.042924982
100,Appearance,FinalClaim,0.990566038,141.821186,114.2830916,0.907833333,2.145833333,0.428404255,0.462066275,6.225142857,14.71428571,1.312666667,0.180741693,21.788,51.5,2.144,0.049201395,0.268,1.291,0,0,1.771,0,0,2.144,0,0.166054709,0,0,0.562901597,0.528341289,0.049201395,0,0,0
101,Competition,Data,0.885297185,122.3589885,101.0847702,0.622128342,1.268716578,0.488228916,0.783722859,9.496979592,19.36734694,2.642083333,0.272524884,33.23942857,67.78571429,6.233846154,0.174147742,0.311,1.008,0.898,1.288,1.915,1.412,2.064,3.209,2.856,0.288710482,0.024910176,0.004435352,0.303254311,0.407401279,0.413751311,0.007718888,0.006068524,0.00613729
101,Competition,FinalClaim,0.779411765,176.524832,152.8125412,0.506066667,1.488888889,0.379772727,0.733763668,7.591,22.33333333,1.5455,0.135730909,11.3865,33.5,2.048,0.089931059,0.265,0.546,0,0,0,0,0,0,0,0.337461028,0,0,0.191806086,0,0,0,0,0
